municipio;codEstacao;uf;nomeEstacao;latitude;longitude;data;hora;precipitação
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;08:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;08:10:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;08:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;08:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;08:40:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;08:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;09:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;09:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;09:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;09:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;09:40:00.0;0,4
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;09:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;10:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;10:10:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;10:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;11:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;12:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;13:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;14:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;14:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;14:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;14:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;14:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;14:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;15:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;15:10:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;15:20:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;15:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;15:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;15:50:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;16:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;16:10:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;16:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;17:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;18:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;19:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;20:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;21:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;22:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;02/08/2015;23:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;00:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;01:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;02:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;03:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;04:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;05:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;06:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;07:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;08:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;09:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;10:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;11:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;12:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;13:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;14:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;15:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;16:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;17:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;18:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;19:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;20:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;21:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;22:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;03/08/2015;23:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;00:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;01:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;02:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;03:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;04:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;05:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;06:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;07:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;08:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;09:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;10:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;11:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;12:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;13:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;14:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;15:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;16:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;17:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;18:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;19:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;20:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;21:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;22:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;04/08/2015;23:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;00:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;01:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;02:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;03:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;03:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;03:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;03:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;03:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;03:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;04:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;04:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;04:20:00.0;0,4
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;04:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;05:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;06:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;07:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;08:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;09:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;10:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;11:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;12:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;13:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;14:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;15:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;16:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;17:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;18:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;19:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;20:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;21:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;22:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;05/08/2015;23:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;00:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;01:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;02:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;03:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;04:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;05:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;06:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;07:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;08:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;09:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;09:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;09:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;09:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;09:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;09:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;10:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;10:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;10:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;10:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;10:40:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;10:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;11:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;12:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;13:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;14:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;15:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;16:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;17:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;18:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;19:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;20:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;21:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;22:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;06/08/2015;23:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;00:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;01:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;02:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;03:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;04:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;05:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;06:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;07:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;08:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;09:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;10:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;11:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;12:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;13:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;14:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;15:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;16:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;17:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;18:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;19:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;20:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;21:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;22:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;07/08/2015;23:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;00:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;01:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;02:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;03:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;04:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;05:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;06:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;07:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;08:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;09:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;10:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;11:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;12:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;13:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;14:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;15:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;16:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;17:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;18:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;19:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;20:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;21:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;21:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;21:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;21:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;21:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;21:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;22:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;22:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;22:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;22:30:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;22:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;08/08/2015;23:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;00:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;01:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;02:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;02:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;02:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;02:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;02:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;02:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;03:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;03:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;03:20:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;03:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;04:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;04:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;04:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;04:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;04:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;04:50:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;05:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;05:10:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;05:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;05:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;05:40:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;05:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;06:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;06:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;06:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;06:30:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;06:40:00.0;0,4
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;06:50:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;07:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;07:10:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;07:20:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;07:30:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;07:40:00.0;0,2
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;08:00:00.0;0
JOÃO PESSOA;250750701A;PB;Bairro do Cristo;-7,166;-34,882;09/08/2015;08:10:00.0;0
